conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA19090	pubococcygeus			NO_MATCH	Пубококкйгэус	KEEP	Пубококкйгэус	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19091	puborectalis			NO_MATCH	Пуборэкталис	KEEP	Пуборэкталис	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19092	iliococcygeus			NO_MATCH	Илиококкйгэус	KEEP	Илиококкйгэус	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19234	deferent duct			NO_MATCH	Семявыносящий проток	KEEP	Семявыносящий проток	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19235	right deferent duct			NO_MATCH	Правый семявыносящий проток	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA19236	left deferent duct			NO_MATCH	Левый семявыносящий проток	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA19386	seminal vesicle	glandula seminalis	seminal gland	EXACT	Семенной пузырёк	KEEP	Семенной пузырёк	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19387	right seminal vesicle	glandula seminalis	seminal gland	PROBABLE	Правый семенной пузырёк	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA19388	left seminal vesicle	glandula seminalis	seminal gland	PROBABLE	Левый семенной пузырёк	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA19617	corpus spongiosum of penis	corpus spongiosum penis	corpus spongiosum of penis	EXACT	Губчатое тело полового члена	KEEP	Губчатое тело полового члена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19618	corpus cavernosum of penis	corpus cavernosum penis	corpus cavernosum of penis	EXACT	Пещеристое тело полового члена	KEEP	Пещеристое тело полового члена	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19667	urethra	urethra	urethra	EXACT	Мочеиспускательный канал	KEEP	Мочеиспускательный канал	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19728	superficial perineal muscle			NO_MATCH	Поверхностная промежностная мышца	KEEP	Поверхностная промежностная мышца	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19754	region of peritoneum			NO_MATCH	Область брюшина	KEEP	Область брюшина	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19783	loose connective tissue			NO_MATCH	Рыхлая соединительная ткань	KEEP	Рыхлая соединительная ткань	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA19795	dorsal artery of penis	arteria dorsalis penis	dorsal artery of penis	EXACT	Тыльная артерия половой член	KEEP	Тыльная артерия половой член	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20107	irregular connective tissue			NO_MATCH	Неправильная соединительная ткань	KEEP	Неправильная соединительная ткань	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20111	mucoid tissue			NO_MATCH	Слизеподобный ткань	KEEP	Слизеподобный ткань	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20194	cavernous organ			NO_MATCH	Пещеристый орган	KEEP	Пещеристый орган	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20221	zone of cavernous organ			NO_MATCH	Зона пещеристого органа	KEEP	Зона пещеристого органа	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20247	zone of corpus spongiosum of penis			NO_MATCH	Зона губчатого тела полового члена	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA20278	muscle of anterior abdominal wall			NO_MATCH	Мышца передняя абдоминал стенка	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA20289	lacrimal sac	saccus lacrimalis	lacrimal sac	EXACT	Слёзная сак	KEEP	Слёзная сак	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20570	peritoneal mesentery			NO_MATCH	Пэритонэал брыжейка	KEEP	Пэритонэал брыжейка	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20593	region of visceral peritoneum			NO_MATCH	Область висцеральная брюшина	KEEP	Область висцеральная брюшина	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA20684	trunk of branch of external iliac artery			NO_MATCH	Туловище ветвь наружная подвздошная артерия	REVIEW		Needs external Russian anatomical terminology verification.	LOW
